blk_no,street,max_floor_lvl,year_completed,towns,address,postalcode,latitude,longitude,distance_km,nearest_mrt
34,MARGARET DR,47,2021,QUEENSTOWN,34 MARGARET DR,140034,1.29803387508872,103.804945280608,0.4,QUEENSTOWN MRT STATION
34,MARSILING DR,13,1976,WOODLANDS,34 MARSILING DR,730034,1.44398788887815,103.772009513931,1.3,MARSILING MRT STATION
34,MARINE CRES,10,1974,MARINE PARADE,34 MARINE CRES,440034,1.30414964002546,103.912123966699,1.9,KEMBANGAN MRT STATION
34,TANGLIN HALT RD,10,1962,QUEENSTOWN,34 TANGLIN HALT RD,142034,1.29680899455533,103.798361469054,0.7,COMMONWEALTH MRT STATION
34,TEBAN GDNS RD,14,1976,JURONG EAST,34 TEBAN GDNS RD,600034,1.31987963533782,103.741754021124,1.4,JURONG EAST MRT STATION
34,TELOK BLANGAH WAY,14,1975,BUKIT MERAH,34 TELOK BLANGAH WAY,090034,1.27351780057463,103.822480988448,1.0,HARBOURFRONT MRT STATION
34,UPP CROSS ST,20,1974,CENTRAL AREA,34 UPP CROSS ST,050034,1.2862352148315,103.842303340846,0.3,CHINATOWN MRT STATION
34,WHAMPOA WEST,12,1971,KALLANG/WHAMPOA,34 WHAMPOA WEST,330034,1.32050169556608,103.863341271367,0.4,BOON KENG MRT STATION
340,ANG MO KIO AVE 1,2,1977,ANG MO KIO,340 ANG MO KIO AVE 1,560340,1.36445049902521,103.849464012145,0.6,ANG MO KIO MRT STATION
340,BT BATOK ST 34,12,1985,BUKIT BATOK,340 BT BATOK ST 34,650340,1.36314201237933,103.749541119795,0.5,BUKIT GOMBAK MRT STATION
340,CHOA CHU KANG LOOP,14,1992,CHOA CHU KANG,340 CHOA CHU KANG LOOP,680340,1.38409830722396,103.74549899545,0.1,CHOA CHU KANG LRT STATION
340,CLEMENTI AVE 5,12,1978,CLEMENTI,340 CLEMENTI AVE 5,120340,1.31872875423273,103.77007125633,0.7,CLEMENTI MRT STATION
340,HOUGANG AVE 7,4,1984,HOUGANG,340 HOUGANG AVE 7,530340,1.37014137094094,103.897850263624,0.6,HOUGANG MRT STATION
340,JURONG EAST AVE 1,13,1983,JURONG EAST,340 JURONG EAST AVE 1,600340,1.35012661651533,103.730687889533,1.0,CHINESE GARDEN MRT STATION
340,TAMPINES ST 33,10,1994,TOA PAYOH,340 TAMPINES ST 33,520340,1.35114569449366,103.959787722292,0.8,TAMPINES EAST MRT STATION
340,UBI AVE 1,4,1985,GEYLANG,340 UBI AVE 1,400340,1.32636526599989,103.901424426241,0.5,UBI MRT STATION
340,WOODLANDS AVE 1,12,1984,WOODLANDS,340 WOODLANDS AVE 1,730340,1.43116424773657,103.78113473676,0.8,MARSILING MRT STATION
340A,SEMBAWANG CL,16,1999,SEMBAWANG,340A SEMBAWANG CL,751340,1.44753390062501,103.81789234547,0.3,SEMBAWANG MRT STATION
340B,SEMBAWANG CL,16,1999,SEMBAWANG,340B SEMBAWANG CL,752340,1.44717581022133,103.818266688906,0.3,SEMBAWANG MRT STATION
341,BT BATOK ST 34,12,1985,BUKIT BATOK,341 BT BATOK ST 34,650341,1.36280451951487,103.749157203985,0.5,BUKIT GOMBAK MRT STATION
341,CHOA CHU KANG LOOP,14,1992,CHOA CHU KANG,341 CHOA CHU KANG LOOP,680341,1.38435516978372,103.746146014182,0.2,CHOA CHU KANG LRT STATION
341,CLEMENTI AVE 5,12,1978,CLEMENTI,341 CLEMENTI AVE 5,120341,1.31912053086005,103.769057716535,0.6,CLEMENTI MRT STATION
341,HOUGANG AVE 7,13,1984,HOUGANG,341 HOUGANG AVE 7,530341,1.37044549024151,103.898588733978,0.6,HOUGANG MRT STATION
341,JURONG EAST AVE 1,13,1982,JURONG EAST,341 JURONG EAST AVE 1,600341,1.34920755762646,103.731256052741,0.9,CHINESE GARDEN MRT STATION
341,SEMBAWANG CL,16,1999,SEMBAWANG,341 SEMBAWANG CL,750341,1.44706807805733,103.818677573572,0.3,SEMBAWANG MRT STATION
341,TAMPINES ST 33,10,1994,TOA PAYOH,341 TAMPINES ST 33,520341,1.35114570156742,103.961134938725,0.9,TAMPINES EAST MRT STATION
341,UBI AVE 1,11,1985,GEYLANG,341 UBI AVE 1,400341,1.32671260607254,103.901560745645,0.5,UBI MRT STATION
341,WOODLANDS AVE 1,12,1984,WOODLANDS,341 WOODLANDS AVE 1,730341,1.43153107150651,103.781120376845,0.8,MARSILING MRT STATION
341A,SEMBAWANG CL,16,1999,SEMBAWANG,341A SEMBAWANG CL,751341,1.44757636464401,103.818609770738,0.2,SEMBAWANG MRT STATION
341B,SEMBAWANG CL,16,1999,SEMBAWANG,341B SEMBAWANG CL,752341,1.44798211047398,103.818506856223,0.2,SEMBAWANG MRT STATION
342,BT BATOK ST 34,4,1985,BUKIT BATOK,342 BT BATOK ST 34,650342,1.36258323081948,103.748574945077,0.5,BUKIT GOMBAK MRT STATION
342,CHOA CHU KANG LOOP,14,1992,CHOA CHU KANG,342 CHOA CHU KANG LOOP,680342,1.38394155773497,103.746425614003,0.2,CHOA CHU KANG LRT STATION
342,CLEMENTI AVE 5,12,1978,CLEMENTI,342 CLEMENTI AVE 5,120342,1.31836321447687,103.769846484274,0.6,CLEMENTI MRT STATION
342,TAMPINES ST 33,10,1994,TOA PAYOH,342 TAMPINES ST 33,520342,1.35114570469273,103.961798123148,1.0,TAMPINES EAST MRT STATION
342,UBI AVE 1,4,1985,GEYLANG,342 UBI AVE 1,400342,1.32643338540071,103.901170017525,0.5,UBI MRT STATION
342,WOODLANDS AVE 1,12,1984,WOODLANDS,342 WOODLANDS AVE 1,730342,1.43195720779723,103.781112463558,0.7,MARSILING MRT STATION
342A,YISHUN RING RD,15,2014,YISHUN,342A YISHUN RING RD,761342,1.43059711114855,103.84446482342,1.1,YISHUN MRT STATION
342B,YISHUN RING RD,15,2014,YISHUN,342B YISHUN RING RD,762342,1.43024596089696,103.844838329615,1.1,YISHUN MRT STATION
342C,YISHUN RING RD,15,2014,YISHUN,342C YISHUN RING RD,763342,1.42991891753486,103.844367469818,1.1,YISHUN MRT STATION
343,ANG MO KIO AVE 3,12,1977,ANG MO KIO,343 ANG MO KIO AVE 3,560343,1.36837474759489,103.849151113749,0.1,ANG MO KIO MRT STATION
343,BT BATOK ST 34,12,1985,BUKIT BATOK,343 BT BATOK ST 34,650343,1.36238776835658,103.749167455431,0.5,BUKIT GOMBAK MRT STATION
343,CHOA CHU KANG LOOP,14,1992,CHOA CHU KANG,343 CHOA CHU KANG LOOP,680343,1.38341750127746,103.745686287938,0.2,CHOA CHU KANG LRT STATION
343,CLEMENTI AVE 5,12,1979,CLEMENTI,343 CLEMENTI AVE 5,120343,1.31790852573142,103.770934449602,0.7,CLEMENTI MRT STATION
343,JURONG EAST ST 31,3,1984,JURONG EAST,343 JURONG EAST ST 31,600343,1.34588339112666,103.731083620161,0.5,CHINESE GARDEN MRT STATION
343,TAMPINES ST 33,10,1994,TOA PAYOH,343 TAMPINES ST 33,520343,1.35191832510998,103.961275860734,0.9,TAMPINES EAST MRT STATION
343,UBI AVE 1,12,1985,GEYLANG,343 UBI AVE 1,400343,1.32650665598538,103.900492068781,0.4,UBI MRT STATION
343,WOODLANDS AVE 1,4,1985,WOODLANDS,343 WOODLANDS AVE 1,730343,1.43174566146212,103.780658303142,0.7,MARSILING MRT STATION
343,YISHUN AVE 11,12,1987,YISHUN,343 YISHUN AVE 11,760343,1.42916540049288,103.843888875915,1.0,YISHUN MRT STATION
344,ANG MO KIO AVE 3,12,1977,ANG MO KIO,344 ANG MO KIO AVE 3,560344,1.36797705108684,103.849264839398,0.2,ANG MO KIO MRT STATION
344,BT BATOK ST 34,4,1986,BUKIT BATOK,344 BT BATOK ST 34,650344,1.36258176240237,103.749872806023,0.4,BUKIT GOMBAK MRT STATION
344,CHOA CHU KANG LOOP,14,1992,CHOA CHU KANG,344 CHOA CHU KANG LOOP,680344,1.38328262549326,103.74511032068,0.2,CHOA CHU KANG LRT STATION
344,CLEMENTI AVE 5,12,1978,CLEMENTI,344 CLEMENTI AVE 5,120344,1.31812073993323,103.769088401723,0.5,CLEMENTI MRT STATION
344,UBI AVE 1,11,1985,GEYLANG,344 UBI AVE 1,400344,1.32635938429734,103.899753061623,0.4,UBI MRT STATION
344,WOODLANDS ST 32,13,1985,WOODLANDS,344 WOODLANDS ST 32,730344,1.43207266699216,103.780455054811,0.7,MARSILING MRT STATION
344,YISHUN AVE 11,4,1987,YISHUN,344 YISHUN AVE 11,760344,1.4290305000563,103.84430354208,1.0,YISHUN MRT STATION
345,ANG MO KIO AVE 3,12,1977,ANG MO KIO,345 ANG MO KIO AVE 3,560345,1.36748702509964,103.849651723914,0.2,ANG MO KIO MRT STATION
345,BT BATOK ST 34,12,1985,BUKIT BATOK,345 BT BATOK ST 34,650345,1.36284881503816,103.750843242288,0.4,BUKIT GOMBAK MRT STATION
345,CHOA CHU KANG LOOP,14,1992,CHOA CHU KANG,345 CHOA CHU KANG LOOP,680345,1.38280878340153,103.744790220928,0.2,CHOA CHU KANG LRT STATION
345,CLEMENTI AVE 5,12,1978,CLEMENTI,345 CLEMENTI AVE 5,120345,1.31770281154049,103.769076731999,0.5,CLEMENTI MRT STATION
345,JURONG EAST ST 31,3,1984,JURONG EAST,345 JURONG EAST ST 31,600345,1.34551210586752,103.73121914575,0.5,CHINESE GARDEN MRT STATION
345,KANG CHING RD,16,1996,JURONG WEST,345 KANG CHING RD,610345,1.34020748183852,103.721534317406,0.5,LAKESIDE MRT STATION
345,TAMPINES ST 33,10,1994,TOA PAYOH,345 TAMPINES ST 33,520345,1.3519187798588,103.962266861576,1.0,TAMPINES EAST MRT STATION
345,UBI AVE 1,4,1985,GEYLANG,345 UBI AVE 1,400345,1.32591743884326,103.899063689115,0.4,UBI MRT STATION
345,WOODLANDS ST 32,11,1985,WOODLANDS,345 WOODLANDS ST 32,730345,1.43245895439208,103.780459402089,0.7,MARSILING MRT STATION
345,YISHUN AVE 11,12,1987,YISHUN,345 YISHUN AVE 11,760345,1.42847591927493,103.844070961331,1.0,YISHUN MRT STATION
346,ANG MO KIO AVE 3,12,1977,ANG MO KIO,346 ANG MO KIO AVE 3,560346,1.36709586875167,103.84966230288,0.3,ANG MO KIO MRT STATION
346,BT BATOK ST 34,12,1985,BUKIT BATOK,346 BT BATOK ST 34,650346,1.362471403915,103.750561080651,0.4,BUKIT GOMBAK MRT STATION
346,CHOA CHU KANG LOOP,14,1992,CHOA CHU KANG,346 CHOA CHU KANG LOOP,680346,1.38358998692837,103.744901135483,0.2,CHOA CHU KANG LRT STATION
346,CLEMENTI AVE 5,12,1978,CLEMENTI,346 CLEMENTI AVE 5,120346,1.31701655142406,103.770055178868,0.6,CLEMENTI MRT STATION
346,JURONG EAST ST 31,2,1984,JURONG EAST,346 JURONG EAST ST 31,600346,1.34537744760176,103.730584987447,0.5,CHINESE GARDEN MRT STATION
346,KANG CHING RD,11,1995,JURONG WEST,346 KANG CHING RD,610346,1.34023656666002,103.720885227164,0.5,LAKESIDE MRT STATION
346,TAMPINES ST 33,10,1994,TOA PAYOH,346 TAMPINES ST 33,520346,1.35123791586186,103.962570614009,1.1,TAMPINES EAST MRT STATION
346,UBI AVE 1,13,1985,GEYLANG,346 UBI AVE 1,400346,1.32598165523671,103.89967337593,0.4,UBI MRT STATION
346,WOODLANDS ST 32,4,1985,WOODLANDS,346 WOODLANDS ST 32,730346,1.43259973157605,103.781222898825,0.8,MARSILING MRT STATION
346,YISHUN AVE 11,12,1988,YISHUN,346 YISHUN AVE 11,760346,1.42845935062473,103.843568800254,1.0,YISHUN MRT STATION
347,ANG MO KIO AVE 3,2,1977,ANG MO KIO,347 ANG MO KIO AVE 3,560347,1.36733858334098,103.848576334625,0.2,ANG MO KIO MRT STATION
347,BT BATOK ST 34,4,1986,BUKIT BATOK,347 BT BATOK ST 34,650347,1.36227034200422,103.75119293891,0.4,BUKIT GOMBAK MRT STATION
347,CLEMENTI AVE 5,12,1978,CLEMENTI,347 CLEMENTI AVE 5,120347,1.31717947419106,103.770788849239,0.7,CLEMENTI MRT STATION
347,KANG CHING RD,11,1995,JURONG WEST,347 KANG CHING RD,610347,1.34050041044276,103.720200006739,0.5,LAKESIDE MRT STATION
347,TAMPINES ST 33,10,1994,TOA PAYOH,347 TAMPINES ST 33,520347,1.35188042673512,103.96311373702,1.1,TAMPINES EAST MRT STATION
347,UBI AVE 1,13,1985,GEYLANG,347 UBI AVE 1,400347,1.32566116950868,103.899733223176,0.5,UBI MRT STATION
347,WOODLANDS AVE 3,12,1985,WOODLANDS,347 WOODLANDS AVE 3,730347,1.43319140316565,103.781594917057,0.8,MARSILING MRT STATION
347A,YISHUN AVE 11,16,2013,YISHUN,347A YISHUN AVE 11,761347,1.42793924371366,103.842676976311,0.9,YISHUN MRT STATION
347B,YISHUN AVE 11,16,2013,YISHUN,347B YISHUN AVE 11,762347,1.42749509336445,103.842377140401,0.9,YISHUN MRT STATION
348,ANG MO KIO AVE 3,12,1977,ANG MO KIO,348 ANG MO KIO AVE 3,560348,1.36619756975262,103.847899914468,0.4,ANG MO KIO MRT STATION
348,BT BATOK ST 34,14,1986,BUKIT BATOK,348 BT BATOK ST 34,650348,1.36213530305616,103.750617374428,0.4,BUKIT GOMBAK MRT STATION
348,CLEMENTI AVE 5,12,1978,CLEMENTI,348 CLEMENTI AVE 5,120348,1.31677716280701,103.770897098036,0.7,CLEMENTI MRT STATION
348,JURONG EAST AVE 1,3,1984,JURONG EAST,348 JURONG EAST AVE 1,600348,1.34456643414115,103.731069572217,0.4,CHINESE GARDEN MRT STATION
348,KANG CHING RD,11,1995,JURONG WEST,348 KANG CHING RD,610348,1.3406099422348,103.719782260106,0.5,LAKESIDE MRT STATION
348,TAMPINES ST 33,10,1994,TOA PAYOH,348 TAMPINES ST 33,520348,1.35252559927253,103.963366935432,1.1,TAMPINES EAST MRT STATION
348,UBI AVE 1,12,1985,GEYLANG,348 UBI AVE 1,400348,1.32615026018563,103.900527500118,0.5,UBI MRT STATION
348,WOODLANDS AVE 3,13,1985,WOODLANDS,348 WOODLANDS AVE 3,730348,1.43293946017439,103.781881394457,0.8,MARSILING MRT STATION
348A,YISHUN AVE 11,16,2013,YISHUN,348A YISHUN AVE 11,761348,1.42735308102406,103.84121918037,0.7,YISHUN MRT STATION
348B,YISHUN AVE 11,16,2013,YISHUN,348B YISHUN AVE 11,762348,1.42727813190218,103.841979979174,0.8,YISHUN MRT STATION
348C,YISHUN AVE 11,16,2013,YISHUN,348C YISHUN AVE 11,763348,1.42714143019714,103.84223128885,0.9,YISHUN MRT STATION
348D,YISHUN AVE 11,16,2013,YISHUN,348D YISHUN AVE 11,764348,1.42692662097559,103.842896956705,0.9,YISHUN MRT STATION
349,BT BATOK ST 34,12,1985,BUKIT BATOK,349 BT BATOK ST 34,650349,1.36209582624362,103.749579951698,0.4,BUKIT GOMBAK MRT STATION
349,CLEMENTI AVE 2,10,1977,CLEMENTI,349 CLEMENTI AVE 2,120349,1.31595863810442,103.771054408276,0.7,CLEMENTI MRT STATION
349,CORPORATION DR,11,1997,JURONG WEST,349 CORPORATION DR,610349,1.33953419646662,103.719166865639,0.6,LAKESIDE MRT STATION
349,JURONG EAST AVE 1,3,1984,JURONG EAST,349 JURONG EAST AVE 1,600349,1.34446375047917,103.731445785743,0.4,CHINESE GARDEN MRT STATION
349,TAMPINES ST 33,10,1994,TOA PAYOH,349 TAMPINES ST 33,520349,1.35341689800131,103.963011755353,1.0,TAMPINES EAST MRT STATION
349,UBI AVE 1,12,1985,GEYLANG,349 UBI AVE 1,400349,1.32582834326478,103.900581103781,0.5,UBI MRT STATION
349,WOODLANDS AVE 3,13,1985,WOODLANDS,349 WOODLANDS AVE 3,730349,1.43352424523671,103.782516336037,0.8,WOODLANDS MRT STATION
349,YISHUN AVE 11,12,1988,YISHUN,349 YISHUN AVE 11,760349,1.42613375072405,103.843391520362,1.0,YISHUN MRT STATION
35,BEDOK STH AVE 2,16,1977,BEDOK,35 BEDOK STH AVE 2,460035,1.32233220742919,103.939766219283,0.8,TANAH MERAH MRT STATION
35,CHAI CHEE AVE,16,1974,BEDOK,35 CHAI CHEE AVE,461035,1.32481986008075,103.926258117679,0.4,BEDOK MRT STATION
35,CIRCUIT RD,16,1965,GEYLANG,35 CIRCUIT RD,370035,1.32915899694507,103.886010316123,0.4,MATTAR MRT STATION
35,EUNOS CRES,19,2005,GEYLANG,35 EUNOS CRES,400035,1.32110753889088,103.901372601594,0.3,EUNOS MRT STATION
35,JLN RUMAH TINGGI,22,1997,BUKIT MERAH,35 JLN RUMAH TINGGI,150035,1.28797300869683,103.808839267852,0.8,QUEENSTOWN MRT STATION
35,JLN BAHAGIA,10,1963,KALLANG/WHAMPOA,35 JLN BAHAGIA,320035,1.3267405056425,103.857576254516,1.0,BOON KENG MRT STATION
35,LIM LIAK ST,4,1949,BUKIT MERAH,35 LIM LIAK ST,160035,1.28510176909525,103.831035177953,0.4,HAVELOCK MRT STATION
35,LOR 5 TOA PAYOH,25,1995,TAMPINES,35 LOR 5 TOA PAYOH,310035,1.33432779682797,103.854490770408,0.8,TOA PAYOH MRT STATION
35,MARSILING DR,25,1976,WOODLANDS,35 MARSILING DR,730035,1.44498346336295,103.771720496252,1.4,MARSILING MRT STATION
35,MARINE CRES,10,1974,MARINE PARADE,35 MARINE CRES,440035,1.30337040429401,103.912521922537,2.0,KEMBANGAN MRT STATION
35,MARGARET DR,26,2021,QUEENSTOWN,35 MARGARET DR,140035,1.2975569618296,103.80505878194,0.4,QUEENSTOWN MRT STATION
35,TANGLIN HALT RD,10,1962,QUEENSTOWN,35 TANGLIN HALT RD,141035,1.29704971782507,103.79822773294,0.6,COMMONWEALTH MRT STATION
35,TEBAN GDNS RD,14,1976,JURONG EAST,35 TEBAN GDNS RD,600035,1.31955255991308,103.742644766325,1.5,JURONG EAST MRT STATION
35,TELOK BLANGAH RISE,4,1975,BUKIT MERAH,35 TELOK BLANGAH RISE,090035,1.27302201949382,103.82212324602,0.9,HARBOURFRONT MRT STATION
350,ANCHORVALE RD,17,2014,SENGKANG,350 ANCHORVALE RD,540350,1.39284799375887,103.886464743522,0.4,TONGKANG LRT STATION
350,ANG MO KIO ST 32,30,1999,ANG MO KIO,350 ANG MO KIO ST 32,560350,1.36371311763063,103.850044231877,0.6,ANG MO KIO MRT STATION
350,BT BATOK ST 34,9,1986,BUKIT BATOK,350 BT BATOK ST 34,650350,1.36143858458969,103.749152507272,0.4,BUKIT GOMBAK MRT STATION
350,CHOA CHU KANG CTRL,4,1992,CHOA CHU KANG,350 CHOA CHU KANG CTRL,680350,1.38352784095572,103.74346921753,0.2,CHOA CHU KANG LRT STATION
350,CLEMENTI AVE 2,10,1977,CLEMENTI,350 CLEMENTI AVE 2,120350,1.31562015307532,103.770191690378,0.6,CLEMENTI MRT STATION
350,CORPORATION DR,8,1996,JURONG WEST,350 CORPORATION DR,610350,1.33867162416714,103.719136998076,0.7,LAKESIDE MRT STATION
350,TAMPINES ST 33,10,1994,TOA PAYOH,350 TAMPINES ST 33,520350,1.35385109582854,103.963082353909,1.0,TAMPINES EAST MRT STATION
350,UBI AVE 1,4,1985,GEYLANG,350 UBI AVE 1,400350,1.32580408523453,103.901292368319,0.5,UBI MRT STATION
350,WOODLANDS AVE 3,12,1985,WOODLANDS,350 WOODLANDS AVE 3,730350,1.43384228824762,103.782295006611,0.8,WOODLANDS MRT STATION
350,YISHUN AVE 11,12,1988,YISHUN,350 YISHUN AVE 11,760350,1.42547985096679,103.84427895925,1.1,YISHUN MRT STATION
350A,CANBERRA RD,14,1999,SEMBAWANG,350A CANBERRA RD,751350,1.45054091181454,103.820624275703,0.2,SEMBAWANG MRT STATION
350A,YISHUN AVE 11,4,1988,YISHUN,350A YISHUN AVE 11,761350,1.42604221278806,103.844359041809,1.1,YISHUN MRT STATION
350B,CANBERRA RD,14,1999,SEMBAWANG,350B CANBERRA RD,752350,1.45007343308879,103.820762984254,0.2,SEMBAWANG MRT STATION
350C,CANBERRA RD,14,1999,SEMBAWANG,350C CANBERRA RD,753350,1.44996054030355,103.82038215131,0.1,SEMBAWANG MRT STATION
351,ANG MO KIO ST 32,30,1999,ANG MO KIO,351 ANG MO KIO ST 32,560351,1.36432366673955,103.850307632579,0.6,ANG MO KIO MRT STATION
351,BT BATOK ST 34,4,1985,BUKIT BATOK,351 BT BATOK ST 34,650351,1.36187785549525,103.74945549722,0.4,BUKIT GOMBAK MRT STATION
351,CHOA CHU KANG CTRL,14,1992,CHOA CHU KANG,351 CHOA CHU KANG CTRL,680351,1.38350488400214,103.743079424598,0.2,CHOA CHU KANG LRT STATION
351,CLEMENTI AVE 2,10,1977,CLEMENTI,351 CLEMENTI AVE 2,120351,1.31535006995344,103.770861377512,0.7,CLEMENTI MRT STATION
351,CORPORATION DR,11,1997,JURONG WEST,351 CORPORATION DR,610351,1.33897222412619,103.719838810606,0.6,LAKESIDE MRT STATION
351,HOUGANG AVE 7,13,1984,HOUGANG,351 HOUGANG AVE 7,530351,1.37173981118278,103.898999982217,0.7,HOUGANG MRT STATION
351,JURONG EAST ST 31,3,1984,JURONG EAST,351 JURONG EAST ST 31,600351,1.34483235620533,103.730778253474,0.5,CHINESE GARDEN MRT STATION
351,TAMPINES ST 33,10,1994,TOA PAYOH,351 TAMPINES ST 33,520351,1.35295678900579,103.963067447216,1.0,TAMPINES EAST MRT STATION
351,UBI AVE 1,10,1988,GEYLANG,351 UBI AVE 1,400351,1.32548628473116,103.900727739954,0.5,UBI MRT STATION
351,WOODLANDS AVE 1,12,1996,WOODLANDS,351 WOODLANDS AVE 1,730351,1.43250600139272,103.784061599702,0.7,WOODLANDS MRT STATION
351,YISHUN AVE 11,11,1987,YISHUN,351 YISHUN AVE 11,760351,1.42642931598565,103.84407212872,1.1,YISHUN MRT STATION
351A,ANCHORVALE RD,17,2018,SENGKANG,351A ANCHORVALE RD,541351,1.39415324906972,103.886573936192,0.5,FARMWAY LRT STATION
351A,CANBERRA RD,14,1999,SEMBAWANG,351A CANBERRA RD,751351,1.45038763174432,103.820209041546,0.1,SEMBAWANG MRT STATION
351B,ANCHORVALE RD,17,2018,SENGKANG,351B ANCHORVALE RD,542351,1.39408455300522,103.88693871388,0.4,FARMWAY LRT STATION
351B,CANBERRA RD,14,2000,SEMBAWANG,351B CANBERRA RD,752351,1.45086077228911,103.819972769999,0.2,SEMBAWANG MRT STATION
351C,ANCHORVALE RD,17,2018,SENGKANG,351C ANCHORVALE RD,543351,1.39374569827639,103.886901767563,0.5,FARMWAY LRT STATION
351C,CANBERRA RD,14,2000,SEMBAWANG,351C CANBERRA RD,753351,1.45133511467761,103.819767140308,0.2,SEMBAWANG MRT STATION
351D,ANCHORVALE RD,17,2018,SENGKANG,351D ANCHORVALE RD,544351,1.39368506050731,103.886407477755,0.5,TONGKANG LRT STATION
351D,CANBERRA RD,14,2000,SEMBAWANG,351D CANBERRA RD,754351,1.45124006211956,103.819498420242,0.2,SEMBAWANG MRT STATION
352,ANG MO KIO ST 32,30,1999,ANG MO KIO,352 ANG MO KIO ST 32,560352,1.36442474404862,103.850864037677,0.6,ANG MO KIO MRT STATION
352,BT BATOK ST 34,4,1985,BUKIT BATOK,352 BT BATOK ST 34,650352,1.36159798220173,103.749460679642,0.4,BUKIT GOMBAK MRT STATION
352,CHOA CHU KANG CTRL,12,1991,CHOA CHU KANG,352 CHOA CHU KANG CTRL,680352,1.38284472448446,103.743157330273,0.3,CHOA CHU KANG LRT STATION
352,CLEMENTI AVE 2,4,1977,CLEMENTI,352 CLEMENTI AVE 2,120352,1.31427265951788,103.771360860916,0.7,CLEMENTI MRT STATION
352,HOUGANG AVE 7,13,1984,HOUGANG,352 HOUGANG AVE 7,530352,1.37210569373169,103.899099276298,0.7,HOUGANG MRT STATION
352,JURONG EAST ST 31,3,1984,JURONG EAST,352 JURONG EAST ST 31,600352,1.34492289474517,103.730400848037,0.5,CHINESE GARDEN MRT STATION
352,KANG CHING RD,11,1995,JURONG WEST,352 KANG CHING RD,610352,1.33936579398539,103.720184380509,0.6,LAKESIDE MRT STATION
352,TAMPINES ST 33,10,1994,TOA PAYOH,352 TAMPINES ST 33,520352,1.35416527536518,103.962442566422,0.9,TAMPINES EAST MRT STATION
352,UBI AVE 1,10,1988,GEYLANG,352 UBI AVE 1,400352,1.32522701807049,103.899400226499,0.5,UBI MRT STATION
352,WOODLANDS AVE 1,12,1996,WOODLANDS,352 WOODLANDS AVE 1,730352,1.43164241917443,103.784520585537,0.7,WOODLANDS MRT STATION
352,YISHUN RING RD,11,1987,YISHUN,352 YISHUN RING RD,760352,1.42646254168399,103.844908930783,1.2,YISHUN MRT STATION
352A,CANBERRA RD,14,2000,SEMBAWANG,352A CANBERRA RD,751352,1.45065508162834,103.819650880153,0.2,SEMBAWANG MRT STATION
352B,CANBERRA RD,14,2000,SEMBAWANG,352B CANBERRA RD,752352,1.45029896549211,103.819814828234,0.1,SEMBAWANG MRT STATION
352C,CANBERRA RD,14,2000,SEMBAWANG,352C CANBERRA RD,753352,1.44983764720493,103.819822012552,0.1,SEMBAWANG MRT STATION
353,ANG MO KIO ST 32,30,1999,ANG MO KIO,353 ANG MO KIO ST 32,560353,1.36406807879641,103.851612284582,0.6,ANG MO KIO MRT STATION
353,BT BATOK ST 34,4,1985,BUKIT BATOK,353 BT BATOK ST 34,650353,1.36174956356313,103.749798704078,0.4,BUKIT GOMBAK MRT STATION
353,CHOA CHU KANG CTRL,14,1991,CHOA CHU KANG,353 CHOA CHU KANG CTRL,680353,1.38213707062575,103.743397513845,0.3,SOUTH VIEW LRT STATION
353,HOUGANG AVE 7,4,1984,HOUGANG,353 HOUGANG AVE 7,530353,1.37214361496552,103.899515180599,0.7,HOUGANG MRT STATION
353,KANG CHING RD,11,1995,JURONG WEST,353 KANG CHING RD,610353,1.3396360470162,103.720528200834,0.5,LAKESIDE MRT STATION
353,TAMPINES ST 33,9,1994,TOA PAYOH,353 TAMPINES ST 33,520353,1.35451273728621,103.963028626638,1.0,TAMPINES EAST MRT STATION
353,WOODLANDS AVE 1,12,1996,WOODLANDS,353 WOODLANDS AVE 1,730353,1.4318164870717,103.785162448842,0.6,WOODLANDS MRT STATION
353,YISHUN RING RD,12,1987,YISHUN,353 YISHUN RING RD,760353,1.4261372783241,103.84521649048,1.2,YISHUN MRT STATION
353A,ANCHORVALE LANE,17,2019,SENGKANG,353A ANCHORVALE LANE,541353,1.39380650147896,103.885615916234,0.5,TONGKANG LRT STATION
353A,ADMIRALTY DR,15,2000,SEMBAWANG,353A ADMIRALTY DR,751353,1.45053763016096,103.819135455324,0.2,SEMBAWANG MRT STATION
353B,ANCHORVALE LANE,18,2019,SENGKANG,353B ANCHORVALE LANE,542353,1.39434782021906,103.88585684721,0.5,FARMWAY LRT STATION
353B,ADMIRALTY DR,15,2000,SEMBAWANG,353B ADMIRALTY DR,752353,1.45016506715726,103.819306849533,0.1,SEMBAWANG MRT STATION
353C,ADMIRALTY DR,15,2000,SEMBAWANG,353C ADMIRALTY DR,753353,1.44975787431726,103.819449183568,0.1,SEMBAWANG MRT STATION
354,ANG MO KIO ST 32,30,1999,ANG MO KIO,354 ANG MO KIO ST 32,560354,1.3638775246776,103.85202861388,0.7,ANG MO KIO MRT STATION
354,BT BATOK ST 31,15,1986,BUKIT BATOK,354 BT BATOK ST 31,650354,1.36138748741687,103.749729241965,0.3,BUKIT GOMBAK MRT STATION
354,CHOA CHU KANG CTRL,14,1991,CHOA CHU KANG,354 CHOA CHU KANG CTRL,680354,1.38264543801157,103.743561079684,0.3,CHOA CHU KANG LRT STATION
