blk_no,street,max_floor_lvl,year_completed,towns,address,postalcode,latitude,longitude,distance_km,nearest_mrt
1,BEACH RD,16,1970,KALLANG/WHAMPOA,1 BEACH RD,190001,1.3036713506088,103.864478660925,0.4,LAVENDER MRT STATION
1,BEDOK STH AVE 1,14,1975,BEDOK,1 BEDOK STH AVE 1,460001,1.32085208689731,103.933721091441,0.6,BEDOK MRT STATION
1,CHAI CHEE RD,15,1982,BEDOK,1 CHAI CHEE RD,461001,1.32796879176302,103.922716018139,0.9,BEDOK MRT STATION
1,CHANGI VILLAGE RD,4,1975,PASIR RIS,1 CHANGI VILLAGE RD,500001,1.38854656229022,103.987804503483,3.6,CHANGI AIRPORT MRT STATION
1,DELTA AVE,25,1982,BUKIT MERAH,1 DELTA AVE,160001,1.2920752508431,103.828584077626,0.7,TIONG BAHRU MRT STATION
1,DOVER RD,12,1975,QUEENSTOWN,1 DOVER RD,130001,1.3025299473495,103.783271662459,0.6,ONE-NORTH MRT STATION
1,EUNOS CRES,14,1977,GEYLANG,1 EUNOS CRES,400001,1.3206576452482,103.90246344511,0.2,EUNOS MRT STATION
1,EVERTON PK,12,1965,BUKIT MERAH,1 EVERTON PK,080001,1.27549895431693,103.841398475091,0.5,TANJONG PAGAR MRT STATION
1,GHIM MOH RD,15,1975,QUEENSTOWN,1 GHIM MOH RD,270001,1.31287975684307,103.786855017635,0.9,BUONA VISTA MRT STATION
1,HAIG RD,15,1976,GEYLANG,1 HAIG RD,430001,1.31129091152627,103.897703432652,0.9,PAYA LEBAR MRT STATION
1,HOLLAND CL,13,1973,QUEENSTOWN,1 HOLLAND CL,271001,1.30921937771543,103.796732386696,0.2,HOLLAND VILLAGE MRT STATION
1,HOUGANG AVE 3,14,1974,HOUGANG,1 HOUGANG AVE 3,530001,1.36413097349222,103.89300132385,0.9,HOUGANG MRT STATION
1,JLN BT MERAH,14,1974,BUKIT MERAH,1 JLN BT MERAH,150001,1.28647148628638,103.808275089948,0.9,QUEENSTOWN MRT STATION
1,JLN KUKOH,17,1969,CENTRAL AREA,1 JLN KUKOH,161001,1.2882310152805,103.839934168065,0.7,CHINATOWN MRT STATION
1,KG KAYU RD,10,1963,KALLANG/WHAMPOA,1 KG KAYU RD,431001,1.30355769675629,103.883796413118,0.3,MOUNTBATTEN MRT STATION
1,LOR 7 TOA PAYOH,11,1968,TAMPINES,1 LOR 7 TOA PAYOH,310001,1.33943033543358,103.853442790992,0.7,BRADDELL MRT STATION
1,LOR LEW LIAN,14,1977,SERANGOON,1 LOR LEW LIAN,531001,1.35086712646948,103.875343939672,0.3,SERANGOON MRT STATION
1,MARINE TER,25,1974,MARINE PARADE,1 MARINE TER,440001,1.30482902187779,103.918614976369,1.9,KEMBANGAN MRT STATION
1,MARSILING DR,11,1973,WOODLANDS,1 MARSILING DR,730001,1.44067109860246,103.775739945213,0.9,MARSILING MRT STATION
1,MAUDE RD,14,1970,KALLANG/WHAMPOA,1 MAUDE RD,200001,1.30758230206089,103.858967398343,0.5,LAVENDER MRT STATION
1,PINE CL,19,1998,GEYLANG,1 PINE CL,390001,1.30787056219408,103.883192164927,0.2,MOUNTBATTEN MRT STATION
1,QUEEN'S RD,23,1974,BUKIT TIMAH,1 QUEEN'S RD,260001,1.31726629524359,103.806782877524,0.1,FARRER ROAD MRT STATION
1,ST. GEORGE'S RD,12,1975,KALLANG/WHAMPOA,1 ST. GEORGE'S RD,320001,1.32340263694069,103.86163080083,0.6,BOON KENG MRT STATION
1,TECK WHYE AVE,13,1983,CHOA CHU KANG,1 TECK WHYE AVE,680001,1.38253882861956,103.751710905678,0.5,KEAT HONG LRT STATION
1,TELOK BLANGAH CRES,16,1973,BUKIT MERAH,1 TELOK BLANGAH CRES,090001,1.27945660077329,103.817897561986,1.1,REDHILL MRT STATION
1,TG PAGAR PLAZA,24,1976,CENTRAL AREA,1 TG PAGAR PLAZA,082001,1.27625903973354,103.842923496499,0.3,TANJONG PAGAR MRT STATION
1,THOMSON RD,4,1977,KALLANG/WHAMPOA,1 THOMSON RD,300001,1.32559594839311,103.842571612968,0.6,NOVENA MRT STATION
1,TOH YI DR,13,1987,BUKIT TIMAH,1 TOH YI DR,591501,1.33958155877064,103.774586318946,0.2,BEAUTY WORLD MRT STATION
1A,CANTONMENT RD,50,2009,CENTRAL AREA,1A CANTONMENT RD,085101,1.27784271048219,103.840965923691,0.3,MAXWELL MRT STATION
1A,EUNOS CRES,2,1981,GEYLANG,1A EUNOS CRES,401001,1.32129030482793,103.902727807563,0.2,EUNOS MRT STATION
1B,CANTONMENT RD,50,2009,CENTRAL AREA,1B CANTONMENT RD,085201,1.27779940676005,103.841403430465,0.3,MAXWELL MRT STATION
1C,CANTONMENT RD,50,2009,CENTRAL AREA,1C CANTONMENT RD,085301,1.27744909387079,103.841666679651,0.3,MAXWELL MRT STATION
1D,CANTONMENT RD,50,2009,CENTRAL AREA,1D CANTONMENT RD,085401,1.27692024304713,103.841485788369,0.4,MAXWELL MRT STATION
1E,CANTONMENT RD,50,2009,CENTRAL AREA,1E CANTONMENT RD,085501,1.27662168427368,103.841156142262,0.4,MAXWELL MRT STATION
1F,CANTONMENT RD,50,2009,CENTRAL AREA,1F CANTONMENT RD,085601,1.27598699469414,103.841191762017,0.5,TANJONG PAGAR MRT STATION
1G,CANTONMENT RD,50,2009,CENTRAL AREA,1G CANTONMENT RD,085701,1.27553229128302,103.841274606704,0.5,TANJONG PAGAR MRT STATION
10,CHAI CHEE RD,15,1999,BEDOK,10 CHAI CHEE RD,467010,1.32727572366021,103.924803599281,0.6,BEDOK MRT STATION
10,DAKOTA CRES,7,1958,GEYLANG,10 DAKOTA CRES,390010,1.30634114614887,103.884458183612,0.1,MOUNTBATTEN MRT STATION
10,EUNOS CRES,16,1977,GEYLANG,10 EUNOS CRES,400010,1.32228655863065,103.902720513959,0.3,EUNOS MRT STATION
10,GLOUCESTER RD,14,1976,KALLANG/WHAMPOA,10 GLOUCESTER RD,210010,1.31391658721965,103.852209769739,0.5,FARRER PARK MRT STATION
10,HAIG RD,13,1976,GEYLANG,10 HAIG RD,430010,1.3148464110566,103.895864993673,0.5,PAYA LEBAR MRT STATION
10,HOLLAND AVE,14,1973,QUEENSTOWN,10 HOLLAND AVE,271010,1.30814997104791,103.794275184926,0.4,HOLLAND VILLAGE MRT STATION
10,JLN RUMAH TINGGI,4,1986,BUKIT MERAH,10 JLN RUMAH TINGGI,150010,1.28820018880462,103.808369387433,0.7,QUEENSTOWN MRT STATION
10,JLN KUKOH,12,1970,CENTRAL AREA,10 JLN KUKOH,162010,1.2869738344398,103.839075823483,0.5,OUTRAM PARK MRT STATION
10,JLN BT HO SWEE,10,1962,BUKIT MERAH,10 JLN BT HO SWEE,161010,1.28745837020188,103.832675765986,0.2,HAVELOCK MRT STATION
10,JLN BATU,12,1966,KALLANG/WHAMPOA,10 JLN BATU,431010,1.30204488252463,103.882887148325,0.4,MOUNTBATTEN MRT STATION
10,JOO SENG RD,20,1982,TAMPINES,10 JOO SENG RD,360010,1.33461833377097,103.88016502252,0.8,TAI SENG MRT STATION
10,LOR 7 TOA PAYOH,25,1997,TAMPINES,10 LOR 7 TOA PAYOH,310010,1.33716527577081,103.857228807914,1.2,BRADDELL MRT STATION
10,MARSILING DR,22,1975,WOODLANDS,10 MARSILING DR,730010,1.44080567418718,103.777318569996,1.0,MARSILING MRT STATION
10,NTH BRIDGE RD,16,1973,KALLANG/WHAMPOA,10 NTH BRIDGE RD,190010,1.3055523404779,103.863562821016,0.2,LAVENDER MRT STATION
10,PINE CL,13,1981,GEYLANG,10 PINE CL,391010,1.30915239429834,103.882242524292,0.4,MOUNTBATTEN MRT STATION
10,SELEGIE RD,10,1963,CENTRAL AREA,10 SELEGIE RD,180010,1.30370879401395,103.850537238747,0.2,ROCHOR MRT STATION
10,ST. GEORGE'S RD,4,1984,KALLANG/WHAMPOA,10 ST. GEORGE'S RD,320010,1.32374648815059,103.863412150847,0.7,BOON KENG MRT STATION
10,TECK WHYE AVE,12,1977,CHOA CHU KANG,10 TECK WHYE AVE,680010,1.38047054647235,103.755211077169,0.4,PHOENIX LRT STATION
10,TELOK BLANGAH CRES,10,1974,BUKIT MERAH,10 TELOK BLANGAH CRES,090010,1.27773153190559,103.819769431353,1.2,TIONG BAHRU MRT STATION
10,TOH YI DR,7,1988,BUKIT TIMAH,10 TOH YI DR,590010,1.33753956576433,103.773161066389,0.5,BEAUTY WORLD MRT STATION
10A,BENDEMEER RD,40,2016,KALLANG/WHAMPOA,10A BENDEMEER RD,331010,1.31499138887312,103.86050538635,0.3,BENDEMEER MRT STATION
10A,BOON TIONG RD,40,2014,BUKIT MERAH,10A BOON TIONG RD,160010,1.28635847107695,103.82962615571,0.3,TIONG BAHRU MRT STATION
10B,BENDEMEER RD,40,2016,KALLANG/WHAMPOA,10B BENDEMEER RD,332010,1.31547715332072,103.860312930116,0.3,BOON KENG MRT STATION
10B,BEDOK STH AVE 2,20,1994,BEDOK,10B BEDOK STH AVE 2,461010,1.32235386630343,103.936183263112,0.8,BEDOK MRT STATION
10B,BOON TIONG RD,30,2014,BUKIT MERAH,10B BOON TIONG RD,164010,1.28633684743341,103.829204757258,0.3,TIONG BAHRU MRT STATION
10B,LOR 7 TOA PAYOH,25,1997,TAMPINES,10B LOR 7 TOA PAYOH,312010,1.33716136352623,103.858353639387,1.3,BRADDELL MRT STATION
10C,BEDOK STH AVE 2,2,1994,BEDOK,10C BEDOK STH AVE 2,462010,1.32209423564282,103.936223586082,0.8,BEDOK MRT STATION
10C,BENDEMEER RD,40,2016,KALLANG/WHAMPOA,10C BENDEMEER RD,333010,1.31584236197018,103.860644539729,0.2,BOON KENG MRT STATION
10D,BEDOK STH AVE 2,23,1994,BEDOK,10D BEDOK STH AVE 2,463010,1.3217708591015,103.936326570445,0.8,BEDOK MRT STATION
10E,BEDOK STH AVE 2,21,1992,BEDOK,10E BEDOK STH AVE 2,464010,1.3216200934601,103.937040959341,0.9,BEDOK MRT STATION
10F,BEDOK STH AVE 2,24,1992,BEDOK,10F BEDOK STH AVE 2,465010,1.32221773472774,103.937001345916,0.9,BEDOK MRT STATION
100,ALJUNIED CRES,12,1977,GEYLANG,100 ALJUNIED CRES,380100,1.32095901223871,103.884129395369,0.5,ALJUNIED MRT STATION
100,BEDOK NTH AVE 4,14,1978,BEDOK,100 BEDOK NTH AVE 4,460100,1.33413899974038,103.938389713003,0.6,BEDOK RESERVOIR MRT STATION
100,C'WEALTH CRES,10,1964,QUEENSTOWN,100 C'WEALTH CRES,140100,1.30770527644458,103.801272476263,0.7,COMMONWEALTH MRT STATION
100,LOR 1 TOA PAYOH,16,1968,TAMPINES,100 LOR 1 TOA PAYOH,310100,1.33956400517882,103.848585713817,0.2,BRADDELL MRT STATION
100,WHAMPOA DR,25,1973,KALLANG/WHAMPOA,100 WHAMPOA DR,320100,1.32077947735201,103.854348739922,0.8,BOON KENG MRT STATION
101,AH HOOD RD,25,1981,KALLANG/WHAMPOA,101 AH HOOD RD,320101,1.32739678972464,103.84448102202,0.6,TOA PAYOH MRT STATION
101,ALJUNIED CRES,12,1977,GEYLANG,101 ALJUNIED CRES,380101,1.32092275330579,103.883351967045,0.5,ALJUNIED MRT STATION
101,ANG MO KIO AVE 3,12,1977,ANG MO KIO,101 ANG MO KIO AVE 3,560101,1.37026158388486,103.839467898898,0.4,MAYFLOWER MRT STATION
101,BEDOK RESERVOIR RD,12,1985,BEDOK,101 BEDOK RESERVOIR RD,470101,1.32844913301985,103.909937396599,0.7,KAKI BUKIT MRT STATION
101,BEDOK NTH AVE 4,13,1977,BEDOK,101 BEDOK NTH AVE 4,460101,1.334484667124,103.937924710969,0.5,BEDOK RESERVOIR MRT STATION
101,BISHAN ST 12,25,1986,BISHAN,101 BISHAN ST 12,570101,1.34485915828152,103.848400765185,0.5,BRADDELL MRT STATION
101,BT BATOK WEST AVE 6,13,1984,BUKIT BATOK,101 BT BATOK WEST AVE 6,650101,1.34670636093149,103.746920663038,0.4,BUKIT BATOK MRT STATION
101,BT PURMEI RD,11,1982,BUKIT MERAH,101 BT PURMEI RD,090101,1.27146256556443,103.825683545567,0.9,HARBOURFRONT MRT STATION
101,C'WEALTH CRES,10,1964,QUEENSTOWN,101 C'WEALTH CRES,140101,1.30805159231327,103.800842814413,0.7,HOLLAND VILLAGE MRT STATION
101,CLEMENTI ST 14,15,1984,CLEMENTI,101 CLEMENTI ST 14,120101,1.32208936757694,103.76893341249,0.9,CLEMENTI MRT STATION
101,GANGSA RD,13,1986,BUKIT PANJANG,101 GANGSA RD,670101,1.37916431633637,103.767439286222,0.2,PETIR LRT STATION
101,HENDERSON CRES,12,1967,BUKIT MERAH,101 HENDERSON CRES,150101,1.29071799751539,103.821625207737,0.5,REDHILL MRT STATION
101,HOUGANG AVE 1,9,1983,HOUGANG,101 HOUGANG AVE 1,530101,1.35493747800562,103.891360573947,0.9,KOVAN MRT STATION
101,JLN RAJAH,17,1980,KALLANG/WHAMPOA,101 JLN RAJAH,321101,1.32871478392959,103.850545321033,0.5,TOA PAYOH MRT STATION
101,JURONG EAST ST 13,16,1982,JURONG EAST,101 JURONG EAST ST 13,600101,1.33701100762294,103.738787314099,0.6,JURONG EAST MRT STATION
101,LENGKONG TIGA,4,1988,BEDOK,101 LENGKONG TIGA,410101,1.32515983382087,103.910888819332,0.5,KEMBANGAN MRT STATION
101,PASIR RIS ST 12,13,1988,PASIR RIS,101 PASIR RIS ST 12,510101,1.36705021516612,103.958181857039,1.2,PASIR RIS MRT STATION
101,POTONG PASIR AVE 1,16,1984,TAMPINES,101 POTONG PASIR AVE 1,350101,1.33315710123237,103.868380398922,0.1,POTONG PASIR MRT STATION
101,RIVERVALE WALK,17,1998,SENGKANG,101 RIVERVALE WALK,540101,1.38276428893595,103.899272035914,0.3,RANGGUNG LRT STATION
101,SERANGOON NTH AVE 1,13,1984,SERANGOON,101 SERANGOON NTH AVE 1,550101,1.37103631988089,103.870360910842,2.0,KOVAN MRT STATION
101,SIMEI ST 1,11,1988,TOA PAYOH,101 SIMEI ST 1,520101,1.34084991073361,103.951433717517,0.3,SIMEI MRT STATION
101,SPOTTISWOODE PK RD,20,1973,BUKIT MERAH,101 SPOTTISWOODE PK RD,080101,1.27524141291212,103.836045808088,0.8,OUTRAM PARK MRT STATION
101,TAMPINES ST 11,11,1981,TOA PAYOH,101 TAMPINES ST 11,521101,1.34739870794535,103.945292359327,0.8,TAMPINES WEST MRT STATION
101,TECK WHYE LANE,13,1988,CHOA CHU KANG,101 TECK WHYE LANE,680101,1.37788964623982,103.754239909547,0.2,TECK WHYE LRT STATION
101,TOWNER RD,4,1982,KALLANG/WHAMPOA,101 TOWNER RD,322101,1.31942539040726,103.861087462608,0.2,BOON KENG MRT STATION
101,WHAMPOA DR,25,1973,KALLANG/WHAMPOA,101 WHAMPOA DR,323101,1.32041710187602,103.853813946402,0.8,BOON KENG MRT STATION
101,WOODLANDS ST 13,10,1984,WOODLANDS,101 WOODLANDS ST 13,730101,1.43598268540185,103.781932747463,0.8,WOODLANDS MRT STATION
101,YISHUN AVE 5,4,1977,YISHUN,101 YISHUN AVE 5,760101,1.43053231016112,103.827618665577,0.8,YISHUN MRT STATION
101A,BIDADARI PK DR,16,2020,TAMPINES,101A BIDADARI PK DR,341101,1.33685462167621,103.870996313693,0.3,WOODLEIGH MRT STATION
101A,CANBERRA ST,15,2019,SEMBAWANG,101A CANBERRA ST,751101,1.45173892803325,103.83045410628,0.9,CANBERRA MRT STATION
101A,LOR 2 TOA PAYOH,17,1992,TAMPINES,101A LOR 2 TOA PAYOH,310101,1.33974126719163,103.847264187382,0.1,BRADDELL MRT STATION
101A,PUNGGOL FIELD,16,2001,PUNGGOL,101A PUNGGOL FIELD,821101,1.3979461677694,103.905945136259,0.1,COVE LRT STATION
101B,CANBERRA ST,16,2019,SEMBAWANG,101B CANBERRA ST,752101,1.45166310353079,103.831174909166,0.9,CANBERRA MRT STATION
101B,LOR 2 TOA PAYOH,13,1992,TAMPINES,101B LOR 2 TOA PAYOH,311101,1.33959884500115,103.847605414427,0.1,BRADDELL MRT STATION
101B,PUNGGOL FIELD,17,2001,PUNGGOL,101B PUNGGOL FIELD,822101,1.39784715104396,103.906436071245,0.2,COVE LRT STATION
101C,PUNGGOL FIELD,17,2001,PUNGGOL,101C PUNGGOL FIELD,823101,1.39809045787162,103.906569305679,0.1,COVE LRT STATION
101D,PUNGGOL FIELD,17,2001,PUNGGOL,101D PUNGGOL FIELD,824101,1.39848478483582,103.90614388692,0.1,COVE LRT STATION
102,ALJUNIED CRES,12,1977,GEYLANG,102 ALJUNIED CRES,380102,1.3204390302197,103.882420433245,0.4,ALJUNIED MRT STATION
102,ANG MO KIO AVE 3,12,1977,ANG MO KIO,102 ANG MO KIO AVE 3,560102,1.37065009249377,103.839410348811,0.4,MAYFLOWER MRT STATION
102,BEDOK RESERVOIR RD,4,1985,BEDOK,102 BEDOK RESERVOIR RD,470102,1.32849187727623,103.90926515578,0.7,KAKI BUKIT MRT STATION
102,BEDOK NTH AVE 4,14,1976,BEDOK,102 BEDOK NTH AVE 4,460102,1.33390654765002,103.937458398204,0.5,BEDOK RESERVOIR MRT STATION
102,BISHAN ST 12,25,1986,BISHAN,102 BISHAN ST 12,570102,1.3451431233477,103.847990805259,0.5,BRADDELL MRT STATION
102,BT PURMEI RD,10,1983,BUKIT MERAH,102 BT PURMEI RD,090102,1.27190842334423,103.826671653892,1.0,HARBOURFRONT MRT STATION
102,BT BATOK WEST AVE 6,13,1984,BUKIT BATOK,102 BT BATOK WEST AVE 6,650102,1.34745833930547,103.747473341114,0.3,BUKIT BATOK MRT STATION
102,C'WEALTH CRES,10,1964,QUEENSTOWN,102 C'WEALTH CRES,140102,1.30782464878023,103.800629787177,0.6,COMMONWEALTH MRT STATION
102,CLEMENTI ST 14,4,1984,CLEMENTI,102 CLEMENTI ST 14,120102,1.32228557225905,103.769201884359,0.9,CLEMENTI MRT STATION
102,GANGSA RD,10,1986,BUKIT PANJANG,102 GANGSA RD,670102,1.37910762831305,103.768153816778,0.2,PETIR LRT STATION
102,HENDERSON CRES,14,1967,BUKIT MERAH,102 HENDERSON CRES,150102,1.290366187147,103.82157708445,0.5,REDHILL MRT STATION
102,HOUGANG AVE 1,13,1983,HOUGANG,102 HOUGANG AVE 1,530102,1.35496446293882,103.890855054687,0.9,KOVAN MRT STATION
102,JLN RAJAH,12,1980,KALLANG/WHAMPOA,102 JLN RAJAH,321102,1.32822306444761,103.851519753845,0.6,TOA PAYOH MRT STATION
102,JLN DUSUN,25,1981,KALLANG/WHAMPOA,102 JLN DUSUN,320102,1.3278687431847,103.844209602863,0.6,TOA PAYOH MRT STATION
102,JURONG EAST ST 13,12,1981,JURONG EAST,102 JURONG EAST ST 13,600102,1.33609657873553,103.738219191663,0.6,JURONG EAST MRT STATION
102,LENGKONG TIGA,14,1988,BEDOK,102 LENGKONG TIGA,410102,1.32557930714658,103.91065754789,0.6,KEMBANGAN MRT STATION
102,PASIR RIS ST 12,13,1988,PASIR RIS,102 PASIR RIS ST 12,510102,1.36748427336516,103.958041055125,1.2,PASIR RIS MRT STATION
102,POTONG PASIR AVE 1,16,1983,TAMPINES,102 POTONG PASIR AVE 1,350102,1.3336901273759,103.868810587506,0.1,POTONG PASIR MRT STATION
102,RIVERVALE WALK,17,1998,SENGKANG,102 RIVERVALE WALK,540102,1.38180761026047,103.900893229708,0.3,KANGKAR LRT STATION
102,SERANGOON NTH AVE 1,4,1984,SERANGOON,102 SERANGOON NTH AVE 1,550102,1.37084327297737,103.871153606719,1.9,KOVAN MRT STATION
102,SIMEI ST 1,11,1988,TOA PAYOH,102 SIMEI ST 1,520102,1.34134724976252,103.951355074928,0.3,SIMEI MRT STATION
102,SPOTTISWOODE PK RD,20,1973,BUKIT MERAH,102 SPOTTISWOODE PK RD,080102,1.27472973036659,103.836235490003,0.9,OUTRAM PARK MRT STATION
102,TAMPINES ST 11,11,1982,TOA PAYOH,102 TAMPINES ST 11,521102,1.34671616267656,103.945521388285,0.8,TAMPINES WEST MRT STATION
102,TECK WHYE LANE,9,1988,CHOA CHU KANG,102 TECK WHYE LANE,680102,1.377082841385,103.754394432037,0.1,TECK WHYE LRT STATION
102,TOWNER RD,4,1983,KALLANG/WHAMPOA,102 TOWNER RD,322102,1.32058609456907,103.862002015145,0.3,BOON KENG MRT STATION
102,WOODLANDS ST 13,12,1984,WOODLANDS,102 WOODLANDS ST 13,730102,1.43608294925148,103.781199565987,0.8,MARSILING MRT STATION
102A,BIDADARI PK DR,16,2020,TAMPINES,102A BIDADARI PK DR,341102,1.33735590005967,103.871390657454,0.3,WOODLEIGH MRT STATION
102A,CANBERRA ST,17,2019,SEMBAWANG,102A CANBERRA ST,751102,1.45119390519494,103.832227554636,0.9,CANBERRA MRT STATION
102A,DEPOT RD,21,2016,BUKIT MERAH,102A DEPOT RD,101102,1.28029134553105,103.81333235886,1.1,REDHILL MRT STATION
102A,PUNGGOL FIELD,17,2001,PUNGGOL,102A PUNGGOL FIELD,821102,1.39883318313425,103.905783553043,0.0,COVE LRT STATION
102B,BIDADARI PK DR,16,2020,TAMPINES,102B BIDADARI PK DR,342102,1.33622045424375,103.871847066518,0.4,WOODLEIGH MRT STATION
102B,CANBERRA ST,16,2019,SEMBAWANG,102B CANBERRA ST,752102,1.45123970424367,103.83143636512,0.9,CANBERRA MRT STATION
102B,PUNGGOL FIELD,17,2001,PUNGGOL,102B PUNGGOL FIELD,822102,1.39908525778671,103.905471407838,0.1,COVE LRT STATION
102C,PUNGGOL FIELD,17,2000,PUNGGOL,102C PUNGGOL FIELD,823102,1.39876127750607,103.90493897318,0.1,COVE LRT STATION
102D,PUNGGOL FIELD,16,2001,PUNGGOL,102D PUNGGOL FIELD,824102,1.39848070795436,103.905249752459,0.1,COVE LRT STATION
103,AH HOOD RD,25,1981,KALLANG/WHAMPOA,103 AH HOOD RD,320103,1.32796267483785,103.844826964123,0.6,TOA PAYOH MRT STATION
103,ALJUNIED CRES,12,1977,GEYLANG,103 ALJUNIED CRES,380103,1.32051692193259,103.883270319267,0.5,ALJUNIED MRT STATION
103,ANG MO KIO AVE 3,12,1977,ANG MO KIO,103 ANG MO KIO AVE 3,560103,1.37101657804604,103.839304839187,0.3,MAYFLOWER MRT STATION
103,BEDOK NTH AVE 4,14,1976,BEDOK,103 BEDOK NTH AVE 4,460103,1.33348258777759,103.937542520091,0.6,BEDOK RESERVOIR MRT STATION
103,BEDOK RESERVOIR RD,12,1985,BEDOK,103 BEDOK RESERVOIR RD,470103,1.32877022232019,103.909381354431,0.7,KAKI BUKIT MRT STATION
103,BISHAN ST 12,25,1986,BISHAN,103 BISHAN ST 12,570103,1.34551249132105,103.848314162387,0.5,BRADDELL MRT STATION
103,BT BATOK CTRL,13,1984,BUKIT BATOK,103 BT BATOK CTRL,650103,1.34822368204242,103.748034526478,0.2,BUKIT BATOK MRT STATION
103,BT PURMEI RD,11,1982,BUKIT MERAH,103 BT PURMEI RD,090103,1.27208558524996,103.825495615402,0.9,HARBOURFRONT MRT STATION
103,C'WEALTH CRES,10,1964,QUEENSTOWN,103 C'WEALTH CRES,140103,1.30834597039185,103.800214004392,0.6,HOLLAND VILLAGE MRT STATION
103,CLEMENTI ST 14,14,1984,CLEMENTI,103 CLEMENTI ST 14,120103,1.32258854750628,103.769176205799,0.9,CLEMENTI MRT STATION
103,GANGSA RD,4,1986,BUKIT PANJANG,103 GANGSA RD,670103,1.37867070821171,103.768538440957,0.2,PETIR LRT STATION
103,HENDERSON CRES,14,1967,BUKIT MERAH,103 HENDERSON CRES,150103,1.28974209684545,103.821375681569,0.5,REDHILL MRT STATION
103,HOUGANG AVE 1,13,1983,HOUGANG,103 HOUGANG AVE 1,530103,1.35528223434405,103.89036014824,0.8,KOVAN MRT STATION
103,JLN RAJAH,25,1983,KALLANG/WHAMPOA,103 JLN RAJAH,321103,1.32734143333539,103.852780650365,0.8,TOA PAYOH MRT STATION
103,JURONG EAST ST 13,25,1982,JURONG EAST,103 JURONG EAST ST 13,600103,1.33668715015786,103.738059200285,0.7,JURONG EAST MRT STATION
103,LENGKONG TIGA,14,1988,BEDOK,103 LENGKONG TIGA,410103,1.32585546338587,103.910598910975,0.6,KEMBANGAN MRT STATION
103,LOR 1 TOA PAYOH,10,1967,TAMPINES,103 LOR 1 TOA PAYOH,310103,1.34010929042644,103.848184574089,0.1,BRADDELL MRT STATION
103,PASIR RIS ST 12,13,1988,PASIR RIS,103 PASIR RIS ST 12,510103,1.36769508123853,103.958404209993,1.2,PASIR RIS MRT STATION
103,POTONG PASIR AVE 1,4,1983,TAMPINES,103 POTONG PASIR AVE 1,350103,1.33411338676706,103.86952371664,0.2,POTONG PASIR MRT STATION
103,RIVERVALE WALK,17,1998,SENGKANG,103 RIVERVALE WALK,540103,1.38291146712108,103.901208583313,0.2,KANGKAR LRT STATION
103,SERANGOON NTH AVE 1,13,1984,SERANGOON,103 SERANGOON NTH AVE 1,550103,1.37067353047523,103.870263924296,2.0,KOVAN MRT STATION
103,SPOTTISWOODE PK RD,25,1976,BUKIT MERAH,103 SPOTTISWOODE PK RD,080103,1.27466096925721,103.835279824837,0.9,OUTRAM PARK MRT STATION
103,TAMPINES ST 11,10,1982,TOA PAYOH,103 TAMPINES ST 11,520103,1.34769662535556,103.946229920882,0.8,TAMPINES MRT STATION
103,TECK WHYE LANE,9,1988,CHOA CHU KANG,103 TECK WHYE LANE,680103,1.37713078246274,103.753555993761,0.1,TECK WHYE LRT STATION
103,TOWNER RD,11,1982,KALLANG/WHAMPOA,103 TOWNER RD,322103,1.32064381512285,103.861634081148,0.3,BOON KENG MRT STATION
103,WOODLANDS ST 13,4,1984,WOODLANDS,103 WOODLANDS ST 13,730103,1.4366212320968,103.78097673981,0.8,MARSILING MRT STATION
103,YISHUN RING RD,4,1984,YISHUN,103 YISHUN RING RD,760103,1.43136934951878,103.828892847163,0.7,YISHUN MRT STATION
103A,BIDADARI PK DR,17,2020,TAMPINES,103A BIDADARI PK DR,341103,1.33560960429896,103.871727597314,0.4,POTONG PASIR MRT STATION
103A,CANBERRA ST,15,2019,SEMBAWANG,103A CANBERRA ST,751103,1.45103006132424,103.830534008712,0.8,CANBERRA MRT STATION
103A,DEPOT RD,25,1999,BUKIT MERAH,103A DEPOT RD,101103,1.28070197642689,103.813353428682,1.0,REDHILL MRT STATION
103A,EDGEFIELD PLAINS,17,2000,PUNGGOL,103A EDGEFIELD PLAINS,821103,1.39825531783982,103.904753996381,0.2,COVE LRT STATION
103B,BIDADARI PK DR,16,2020,TAMPINES,103B BIDADARI PK DR,342103,1.33508945420373,103.871337279805,0.4,POTONG PASIR MRT STATION
103B,CANBERRA ST,15,2019,SEMBAWANG,103B CANBERRA ST,752103,1.45056599465441,103.831238741555,0.8,CANBERRA MRT STATION
103B,DEPOT RD,20,1999,BUKIT MERAH,103B DEPOT RD,102103,1.28073692384594,103.813135678562,1.0,REDHILL MRT STATION
103B,EDGEFIELD PLAINS,16,2000,PUNGGOL,103B EDGEFIELD PLAINS,822103,1.39773127538403,103.90468537415,0.2,COVE LRT STATION
103C,EDGEFIELD PLAINS,16,2001,PUNGGOL,103C EDGEFIELD PLAINS,823103,1.39726660845387,103.90453836308,0.3,COVE LRT STATION
104,ALJUNIED CRES,12,1977,GEYLANG,104 ALJUNIED CRES,380104,1.32006886595229,103.882818111651,0.4,ALJUNIED MRT STATION
104,BEDOK RESERVOIR RD,15,1985,BEDOK,104 BEDOK RESERVOIR RD,470104,1.32924536652386,103.909923721507,0.6,KAKI BUKIT MRT STATION
